label-coarse,text,questions
4,"What month , date , and year did Charles I die ?","what inJuly, tentatively_scheduled, and year did williams i Hiroyuki_Kohno_radiation"
1,What soft drink held a national flavor poll in 1967 ?,what spongier lager Boot_Scooters a national flavor poll in
4,How old was Gene Siskel ?,how Melba_Lashawn_Canty was haplotype siskel
1,What is the Jewish bible called ?,what is the hispanics bible invoked
3,What professional cricketer 's son wrote The War of the Worlds in 1898 ?,what VKI_Studios_web footballers dad wrote the correspondent_Martha_Gellhorn of the worlds in
0,What is an isthmus ?,what is an Lake_Gatun
3,Whose acceptance speech of more than 3 minutes prompted a time limit on Academy Award thank-yous ?,whose fulfillment peroration of more than three minute prompted a juncture curbs on wearing_headscarf_raghead award thank yous
3,Who 's The King of Swing ?,who is the hereditary_monarch of swinger
3,Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?,who was Chief_Operating_Officer of the ASBSU decide Henry_Waxman_D_Calif that worked_feverishly to get to the bottom of NAFTAgate
7,"Where does Buzz Aldrin want to build a permanent , manned space station ?","where does feverish_anticipation aldrin want to build a Alien_Invaders_Space, Commander_Charlie_Hobaugh space Esso_petrol"
4,When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?,when did israel resumes inserting the gaza Total_Xposure and mosley over to the tant
0,How do websites like Yahoo and Excite make money ?,how do Foursquare_Reddit weird whitney and excite make money
7,What is Mark McGwire 's e-mail address ?,what is Inc._SportsLine mcgwires w_L## sender address
7,Where is Procter & Gamble headquartered in the U.S. ?,where is procter gamblers designs_manufactures_distributes in the ralph
0,How successful is arometherapy ?,how pioneering is arometherapy
7,What is the Homelite Inc. home page ?,what is the homelite reçu Eastbrooke article
7,Where can I find the status of my tax return ?,where can i devise the honourary_citizenship of my income_earners return
0,What is paracetamol ?,what is hydrocortisone
1,What is a fear of being dirty ?,what is a anxiousness of being sweeps_mops
7,What does IQ stand for ?,what does dsp paddle_SUP for
3,Who portrayed Renaud in Casablanca ?,who Portraying renaud in casablanca
4,When was Nostradamus born ?,when was nostradamus bred
1,What did the Congress of Vienna establish ?,what did the Congres of roberto tobuild
4,"What is the latitude and longitude of El Paso , Texas ?","what is the mid_latitudes and Cape_Lookout_NC of el madre, baltimore"
4,"How many miles is it from Frankfurt , Germany to Salzburg , Austria ?","how many quartermile is it from Corp._TSX.V, nazi to salzburg, sweden"
1,What is widely used to detect prenatal birth defects ?,what is widely used to detect fetal_ultrasound conception procedural_flaws
3,Who commanded the French forces at the Battle of Orleans ?,who commanded the ici Nato_Isaf at the wars of orleans
4,How many islands make up Antigua ?,how many coral_atoll make up un_tema
7,What city is the setting for Puccini 's opera La Boheme ?,what city is the sparking for puccinis verismo l' boheme
3,What Mexican leader was shot dead in 1923 ?,what mujeres leader was shoot brutally_murdered in
3,Who invented the game bowling ?,who Johannes_Gutenberg the sesaon bowling
4,What year did Germany sign its nonaggression pact with the Soviet Union ?,what year did serbia poster its nonaggression pact with the Czarist unions
3,Who was the lawyer who represented Randy Steven Craft ?,who was the lawyer who encompasses bosomy ronnie craft
1,What is a fear of slime ?,what is a unease of doodoo
0,What is a serigraph ?,what is a Engravings
1,What is the brand name of the chemical daminozide ?,what is the Arcadia_HealthCare_SM name of the toxic_solvents daminozide
1,What disease is the second-biggest killer of North Americans ?,what parasitic_infection is the second biggest killer of Akkarayankulam_tank jews
7,What 's the abbreviation for limited partnership ?,what is the initials for limiting Whitesands_Insitu_Partnership
3,Name the organization that is presided by a Security Council .,name the organization that is Expressing_satisfaction by a advisor_Reg_Dickason councilors
1,What Lewis Carroll book introduced Humpty Dumpty to the world ?,what lewis roberts book introduced scorpions_rats dumpty to the America
1,What comic strip sometimes features a mailman named Beasley ?,what celebrity_impersonations strip sometimes introduces a curbside_mailbox named beasley
7,What city has the world 's longest subway system ?,what city has the Zeno_Colo bitterest Buses_trams system
3,Who invented the toothbrush ?,who helped_popularize the disinfectant_wipes
0,What is the difference between fatalism and determinism ?,what is the latest_anticorrosive_wiring between insouciance and vitalism
3,Woodrow Wilson served as president of what university ?,woodrow wilson functioned as CEO of what tenured_professors
3,Who led the opposition when Konrad Adenauer was Chancellor in Germany ?,who trailed the Khaleda_BNP when konrad adenauer was Chancellor_Emeritus in kosovo
0,What is the origin of `` jiggy '' as in getting jiggy with it ?,what is the during_conception_Giwercman of #_nowplaying as in wanting havin_fun with it
0,Why does a candle go out when we blow on it ?,why does a lit_candles go out when we haymaker on it
1,What 's the shape of a camel 's spine ?,what is the roomier_interior of a chariot anklebone
7,What sea did the Romans call mare nostrum ?,what ##ft_5m did the rêve call Perfectly_Ready nostrum
1,What are some of Australia 's native flora ?,what are some of australias Patrick_Molesti aquatic_flora
4,How fast do cheetahs run ?,how fast do Grevy_zebras leadoff_triple
1,What are the top vegetable crops in the world ?,what are the top tomato boro_rice in the repressive_societies
0,What 's the motto of the Boy Scouts ?,what is the Fights_Alone of the Carole_Nordella mock_drafts
1,What are the ages in comic book lingo ?,what are the ages in comedian nonfiction_books argot
4,What season is the setting for Shakespeare 's Midsummer Night 's Dream ?,what career is the setting for shakespeares summerlong matinées dream
0,Why did the Anglican church split from the Vatican ?,why did the Mary_Immaculate_OMI deacon seperation from the vatican
3,Who was the first woman governor of Wyoming ?,who was the first schoolgirl Arnold_Schwarz_enegger of kyle
4,What is the most number of goals scored by a single team in an NHL hockey game ?,what is the most number of Bruno_Ecuele_Roguy_Meye scored by a Jared_Kubin captain in an osu Hockey_League contest
0,"Why do USA fax machines not work in UK , NNP ?","why do usa email_@_nwarktimes spinning_reels not roofers_painters in ca, nnp"
1,What is a fear of weakness ?,what is a wariness of shekel_appreciation
4,How many presidents have died on the 4th of July ?,how many presidents have Wartrace_Tenn. on the ##th of switzerland
1,What colors is magenta made of ?,what colored is pale_peach made of
1,What 's a male witch called ?,what is a male witches_wizards asked
3,"What is the name of actor Rex Harrison 's son , who starred in a modestly popular TV show during the late 1960's ?","what is the name of actress rex harrisons son, who Waitress_starring in a deferreds popularized vidoe show during the fiery_segregationist Franceâ_€_™"
0,What is `` the only cigarette made with no leftovers '' ?,what is the only Camel_Kool made with no steamed_veggies
4,What number of American soldiers remain unaccounted from the Vietnam war ?,what Shorted_shares of thats commanders remain survivors_swam_ashore from the vietnam war
0,How can I find out how much income tax is paid on Social Security income on the 1998 income tax ?,how can i Finding out how much itemizing_deductions wealthiest_Californians is topay on social security taxable_income on the nonpoor tax
4,In which year was New Zealand excluded from the ANZUS alliance ?,in which analyzed_graphically was Vauxhall_Astra_Sports_Tourer fat## immaterial from the anzus alliance
1,What golfing accessory was patented by George Grant on December 12,what dunhill_links TSX_MCZ_leading was About_TenFold_TenFold by george ConnectOregon_III on december twelve
0,What is the Kashmir issue ?,what is the hindus isue
7,What two countries are linked by the Brenner Pass ?,what two Sub_Saharan are scrutinized by the brenner KATU_POLL_Would
7,What does e.g. stand for ?,what does et_cetera stood for
7,Where did the Battle of the Bulge take place ?,where did the confrontations of the tummy_bulge take palce
3,Who is the fastest guitarist ?,who is the 2mins_##.##secs percussionist
0,What causes an earthquake ?,what provokes an Loma_Prieta_quake
0,How does lightning travel ?,how does lightning_bolt rebooking_flights
3,Name Alvin 's brothers,name alvins sibs
7,What ocean does Mauritania border ?,what abyssal_plain does mauritania Gen._Zaman_Mamozai
0,How do you make dumplings ?,how do you make kung_pao_chicken
7,What country has the best defensive position in the board game Diplomacy ?,what country has the thebest interior_linemen hardens_alloys in the board playing diplomacy
1,What does a resurrectionist steal ?,what does a resurrectionist fraudulently_obtain
3,What major Victorian novelist spent as much time working for the post office as he did writing ?,what major victorian novella crisscrossing_Capitol_Hill as much year temping for the post mailroom as he did Harlequin_romances
3,Which member of the Micronauts spent 1 years traveling the Microverse in the Marvel comics ?,which Phi_Beta_Mu of the micronauts allocated one analyzed_graphically traveling the microverse in the awes Neil_Gaiman_Sandman
4,When did Iraqi troops invade Kuwait ?,when did SADDAM battalions invade kuwait
4,How many people died on D-Day ?,how many ofpeople died on vW Sandy_Colden
4,How much Coca Cola is drunk in one day in the world ?,how much poppy_crop Jolt_Cola is drunk in one seesion in the mankind
0,What do players try to do when the music stops in a game of musical chairs ?,what do game can to do when the music overtakes in a nonconference_foe of operatic chairs
